Film,Country,Citation Count,Film tconst,Film Year,Citing Film,Citing Film tconst,Citing Film Year,Citing Film Country
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Beavis and Butt-Head Do America (1996),tt0115641,1996,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Crank: High Voltage (2009),tt1121931,2009,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Dahmer vs. Gacy (2010),tt1335986,2010,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,King Kong (2005),tt0360717,2005,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Godzilla vs. Kong (2020),tt5034838,2020,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Hoodwinked Too! Hood vs. Evil (2011),tt0844993,2011,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Invasion Earth: The Aliens Are Here (1988),tt0093272,1988,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Snuff: A Documentary About Killing on Camera (2008),tt1237926,2008,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Terror in the Aisles (1984),tt0088249,1984,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,The Fields (2011),tt1401236,2011,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Star Wars (1977),tt0076759,1977,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Rising Sun (1993),tt0107969,1993,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Kill Bill: Vol. 1 (2003),tt0266697,2003,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Raiders of the Lost Ark (1981),tt0082971,1981,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Warriors (1979),tt0080120,1979,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,A Million Ways to Die in the West (2014),tt2557490,2014,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Princess Bride (1987),tt0093779,1987,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,American Beauty (1999),tt0169547,1999,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Brainscan (1994),tt0109327,1994,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Punisher: War Zone (2008),tt0450314,2008,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Miller's Crossing (1990),tt0100150,1990,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Desperate Living (1977),tt0075936,1977,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Last Man Standing (1996),tt0116830,1996,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Beantown (2007),tt0981215,2007,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Black Sunshine: Conversations with T.F. Mou (2011),tt1544579,2011,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Bodyguard (1992),tt0103855,1992,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Wild at Heart (1990),tt0100935,1990,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Support Your Local Gunfighter (1971),tt0067809,1971,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Mars Attacks! (1996),tt0116996,1996,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,EuroTrip (2004),tt0356150,2004,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Warrior and the Sorceress (1984),tt0088379,1984,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Kubo and the Two Strings (2016),tt4302938,2016,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Legend of the Phantom Rider (2002),tt0210223,2002,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Lucky Number Slevin (2006),tt0425210,2006,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Sydney White (2007),tt0815244,2007,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Zeitgeist (2004),tt4591094,2004,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Dark City (1998),tt0118929,1998,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Star Wars: Episode I - The Phantom Menace (1999),tt0120915,1999,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Inception (2010),tt1375666,2010,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Heat (1995),tt0113277,1995,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,The Matrix (1999),tt0133093,1999,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Star Wars: Episode II - Attack of the Clones (2002),tt0121765,2002,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,AMV Hell 3: The Motion Picture (2005),tt5230508,2005,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,The Matrix Revolutions (2003),tt0242653,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Star Wars: Episode III - Revenge of the Sith (2005),tt0121766,2005,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Hulk (2003),tt0286716,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Adventures in Plymptoons! (2011),tt1691448,2011,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Terminator 3: Rise of the Machines (2003),tt0181852,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Minority Report (2002),tt0181689,2002,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Batman: Mask of the Phantasm (1993),tt0106364,1993,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Daredevil (2003),tt0287978,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Die Another Day (2002),tt0246460,2002,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,The Matrix Reloaded (2003),tt0234215,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,The Ring Two (2005),tt0377109,2005,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Big Hero 6 (2014),tt2245084,2014,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Chronicle (2012),tt1706593,2012,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,We Are the Strange (2007),tt0923985,2007,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Lawnmower Man 2: Beyond Cyberspace (1996),tt0116839,1996,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Ready Player One (2018),tt1677720,2018,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Sunset Rock (2016),tt3863420,2016,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Traceroute (2016),tt4490762,2016,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Xenobites (2008),tt1287363,2008,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Scary Movie 3 (2003),tt0306047,2003,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Be Kind Rewind (2008),tt0799934,2008,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Film Geek (2005),tt0443506,2005,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Yes Man (2008),tt1068680,2008,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,The Cabin in the Woods (2012),tt1259521,2012,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Feardotcom (2002),tt0295254,2002,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Going to Pieces: The Rise and Fall of the Slasher Film (2006),tt0489062,2006,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Grave Encounters 2 (2012),tt2231554,2012,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,My Pure Joy (2011),tt1909807,2011,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film (2009)",tt1337117,2009,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,The Messengers (2007),tt0425430,2007,USA
Ringu (1998),Japan,0.0013540452100650694,tt0178868,1998,Rewind This! (2013),tt2395970,2013,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Balls of Fury (2007),tt0424823,2007,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Romeo Must Die (2000),tt0165929,2000,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,G.I. Joe: The Rise of Cobra (2009),tt1046173,2009,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Alvin and the Chipmunks: The Squeakquel (2009),tt1231580,2009,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Scooby-Doo (2002),tt0267913,2002,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Dragon: The Bruce Lee Story (1993),tt0106770,1993,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Film Geek (2005),tt0443506,2005,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Road House (1989),tt0098206,1989,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Charlie Bartlett (2007),tt0423977,2007,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Chloe & Theo (2015),tt1754736,2015,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Rapid Fire (1992),tt0105219,1992,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Finishing the Game: The Search for a New Bruce Lee (2007),tt0843850,2007,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,I'm Gonna Git You Sucka (1988),tt0095348,1988,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Films of Fury: The Kung Fu Movie Movie (2011),tt1779401,2011,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Ghostbusters (2016),tt1289401,2016,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Kung Phooey! (2003),tt0282667,2003,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Men Without Jobs (2004),tt0384331,2004,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Rugrats in Paris: The Movie - Rugrats II (2000),tt0213203,2000,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Soul Men (2008),tt1111948,2008,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,Garfield: A Tail of Two Kitties (2006),tt0455499,2006,USA
Tang shan da xiong (1971),Hong Kong,0.0013540452100650694,tt0067824,1971,The Slanted Screen (2006),tt0760185,2006,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,JFK (1991),tt0102138,1991,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Reservoir Dogs (1992),tt0105236,1992,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Jackie Brown (1997),tt0119396,1997,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,The Matrix (1999),tt0133093,1999,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,A Century of Cinema (1994),tt0109390,1994,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,A Decade Under the Influence (2003),tt0342275,2003,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,The Exorcism of Emily Rose (2005),tt0404032,2005,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,A Midsummer Night's Sex Comedy (1982),tt0084329,1982,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Fargo (1996),tt0116282,1996,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Hoodwinked! (2005),tt4064028,2005,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,The Usual Suspects (1995),tt0114814,1995,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,The Red Badge of Courage (1951),tt0043961,1951,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Basic (2003),tt0264395,2003,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Courage Under Fire (1996),tt0115956,1996,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Go (1999),tt0299937,1999,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Murder à la Mod (1968),tt0163114,1968,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Commune (2005),tt0439511,2005,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Schlock! The Secret History of American Movies (2001),tt0286944,2001,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Les Girls (1957),tt0050631,1957,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Drowning Mona (2000),tt0186045,2000,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Narc (2002),tt0272207,2002,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,One Night at McCool's (2001),tt0203755,2001,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Me and Earl and the Dying Girl (2015),tt2582496,2015,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,RWD (2015),tt3836480,2015,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Rewind This! (2013),tt2395970,2013,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,The Haunted World of Edward D. Wood Jr. (1995),tt0113270,1995,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,The Sea of Trees (2015),tt3450900,2015,USA
Rashômon (1950),Japan,0.0012412081092263135,tt0042876,1950,Uncertainty (2008),tt1086216,2008,USA
Zatôichi monogatari (1962),Japan,0.0012412081092263135,tt0056714,1962,Death Proof (2007),tt1028528,2007,USA
Zatôichi monogatari (1962),Japan,0.0012412081092263135,tt0056714,1962,Grindhouse (2007),tt0462322,2007,USA
Zatôichi monogatari (1962),Japan,0.0012412081092263135,tt0056714,1962,Blindman (1971),tt0066844,1971,USA
Zatôichi monogatari (1962),Japan,0.0012412081092263135,tt0056714,1962,Rogue One (2016),tt3748528,2016,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Die Hard 2 (1990),tt0099423,1990,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Face/Off (1997),tt0119094,1997,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,G.I. Joe: The Rise of Cobra (2009),tt1046173,2009,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Jackie Brown (1997),tt0119396,1997,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Kill Bill: Vol. 1 (2003),tt0266697,2003,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Mission: Impossible II (2000),tt0120755,2000,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Heat (1995),tt0113277,1995,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,L.A. Confidential (1997),tt0119488,1997,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Star Wars: Episode II - Attack of the Clones (2002),tt0121765,2002,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Adjust Your Tracking (2013),tt2395133,2013,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Machete (2010),tt0985694,2010,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,The Big Hit (1998),tt0120609,1998,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Alex Cross (2012),tt1712170,2012,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Desperado (1995),tt0112851,1995,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,The Replacement Killers (1998),tt0120008,1998,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Ballistic: Ecks vs. Sever (2002),tt0308208,2002,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,The Crow (1994),tt0109506,1994,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,From Dusk Till Dawn (1996),tt0116367,1996,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,The Mummy (1999),tt0120616,1999,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Once Upon a Time in Mexico (2003),tt0285823,2003,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,The Transporter (2002),tt0293662,2002,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Films of Fury: The Kung Fu Movie Movie (2011),tt1779401,2011,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,Tomorrow by Midnight (2001),tt0210362,2001,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,The Supermarket (2009),tt1337549,2009,USA
Dip huet seung hung (1989),Hong Kong,0.0012035957422800616,tt0097202,1989,What Goes Around... (2006),tt2157083,2006,USA
Mosura tai Gojira (1964),Japan,0.0012035957422800616,tt0058379,1964,Dr. Goldfoot and the Bikini Machine (1965),tt0059124,1965,USA
Mosura tai Gojira (1964),Japan,0.0012035957422800616,tt0058379,1964,Cooley High (1975),tt0072820,1975,USA
Mosura tai Gojira (1964),Japan,0.0012035957422800616,tt0058379,1964,Friday the 13th: A New Beginning (1985),tt0089173,1985,USA
Mosura tai Gojira (1964),Japan,0.0012035957422800616,tt0058379,1964,Inherent Vice (2014),tt1791528,2014,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Pulp Fiction (1994),tt0110912,1994,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Kingpin (1996),tt0116778,1996,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,A Low Down Dirty Shame (1994),tt0110399,1994,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Ace Ventura: Pet Detective (1994),tt0109040,1994,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Shallow Hal (2001),tt0256380,2001,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Alice in Murderland (2010),tt1753422,2010,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Scary Movie 3 (2003),tt0306047,2003,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Jay and Silent Bob Strike Back (2001),tt0261392,2001,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,The New Guy (2002),tt0241760,2002,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Woo (1998),tt0120531,1998,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Tromeo and Juliet (1996),tt0114733,1996,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Employee of the Month (2004),tt0424993,2004,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,The Celluloid Closet (1995),tt0112651,1995,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Hot Shots! Part Deux (1993),tt0107144,1993,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Get Bruce (1999),tt0184510,1999,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Going to Pieces: The Rise and Fall of the Slasher Film (2006),tt0489062,2006,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Slither (2006),tt0439815,2006,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,In the Flesh (1998),tt0129157,1998,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Rush Hour 3 (2007),tt0293564,2007,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,What Planet Are You From? (2000),tt0181151,2000,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,My Super Ex-Girlfriend (2006),tt0465624,2006,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Naked Gun 33 1/3: The Final Insult (1994),tt0110622,1994,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Playing by Heart (1998),tt0145734,1998,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Plump Fiction (1997),tt0117350,1997,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,"Puff, Puff, Pass (2006)",tt0466771,2006,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Snow Days (1999),tt0212517,1999,USA
The Crying Game (1992),"Japan,USA",0.001090758641441306,tt0104036,1992,Soulkeeper (2001),tt0212867,2001,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Kill Bill: Vol. 1 (2003),tt0266697,2003,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Revenge of the Nerds (1984),tt0088000,1984,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,The Exterminator (1980),tt0080707,1980,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Times Square (1980),tt0081635,1980,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Grindhouse (2007),tt0462322,2007,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Dragon: The Bruce Lee Story (1993),tt0106770,1993,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Film Geek (2005),tt0443506,2005,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Confessions of a Superhero (2007),tt1016164,2007,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Finishing the Game: The Search for a New Bruce Lee (2007),tt0843850,2007,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Films of Fury: The Kung Fu Movie Movie (2011),tt1779401,2011,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Inside Deep Throat (2005),tt0418753,2005,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,The Last Dragon (1985),tt0089461,1985,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Rush Hour 3 (2007),tt0293564,2007,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,The Brother from Another Planet (1984),tt0087004,1984,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,My Mistress Electra (1983),tt0143707,1983,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,Shotgun Stories (2007),tt0952682,2007,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,That Lucky Stiff (1980),tt0080011,1980,USA
Game of Death (1978),"Hong Kong,USA",0.001090758641441306,tt0077594,1978,The Slanted Screen (2006),tt0760185,2006,USA
San daikaijû: Chikyû saidai no kessen (1964),Japan,0.001090758641441306,tt0058544,1964,Pee-wee's Big Adventure (1985),tt0089791,1985,USA
San daikaijû: Chikyû saidai no kessen (1964),Japan,0.001090758641441306,tt0058544,1964,Year of the Living Dead (2013),tt2507128,2013,USA
Kaijû daisensô (1965),"Japan,USA",0.0010531462744950539,tt0059346,1965,Suburban Commando (1991),tt0103003,1991,USA
Kaijû daisensô (1965),"Japan,USA",0.0010531462744950539,tt0059346,1965,Mars Attacks! (1996),tt0116996,1996,USA
Kaijû daisensô (1965),"Japan,USA",0.0010531462744950539,tt0059346,1965,The Oral Generation (1970),tt3444650,1970,USA
